[00:00:01.020] 男：键盘给我吧。
[04:42:56.939] 女：然后然后他他就其实自己意识到了，就是他对我有一些印象是有点不太。
[04:43:03.679] 女：就比如说比如说他他会问我，你你发生这个事情的时候，他会不会很害怕？
[04:43:09.559] 女：然后他就会跟我道歉，就是就是明明我我是最坚强的那个人，然后他却觉得我会不会害怕，就觉得这个认识会伤害到我吧。
[04:43:19.719] 女：哎呀，好纠结啊，他。
[04:43:25.879] 女：肯定乱呀，正常人谁遇到这种情况不乱呢？
[04:43:32.039] 女：Hello. 
[04:43:34.659] 女：让他回去睡两天吧，然后然后他我们打算下周去看，也不是我们，他说下周去看樱花。
[04:43:40.919] 女：那就是你等我们等到那个时候再好好思考我们之间的关系要怎么处理吧。
[04:43:46.628] 女：然后他他刚刚回回宿舍的路上就跟我说。
[04:43:49.899] 女：我们真的亲密互动就可以就到那个抱抱呀，然后摸摸头啊，然后牵牵手啊这样子。
[04:43:57.739] 女：然后剩下的就等到之后我们再想想怎么办。
[04:44:05.919] 女：但我还没有跟他说，就我们见面会发生的事情。
[04:44:12.879] 女：小周。
[04:44:18.939] 女：他不行了，怎么了？
[04:44:21.011] 女：怎么笑？
[04:44:22.719] 女：下辈子会有想象吗？
[04:44:25.119] 女：什么想象？
[04:44:28.519] 女：我不清楚呀。
[04:44:33.559] 女：没有想象的挺正常的吧。
[04:44:37.219] 女：你发给我，我也会有想象啊。
[04:44:52.239] 女：这家伙，你知道这家伙干嘛吗？
[04:44:56.179] 女：他他他从那个陈哥，就是那个老师家里出来之前，偷偷喷了香水。
[04:45:02.679] 女：就从他家里面带了一点。
[04:45:13.439] 女：不是他他他意思就是说。
[04:45:16.219] 女：尽他最大的一种可能去尊重尊重我的想法吧。
[04:45:21.459] 女：然后我然后然后正好我我就从他他他的叙述的空隙中找到找到机会去跟去跟他表达，就是我很珍惜他这个朋友，然后刚刚烦躁然后离开独处是因为很害怕失去。
[04:45:38.839] 女：失去他，然后我很需要他在一些社交上面的一些帮助，我也很希望。
[04:45:45.439] 女：就哪怕毕业之后也可以一起吃甜点干嘛的？
[04:45:49.439] 女：有他们这样说。
[04:45:52.059] 女：嗯，对我说我说我很珍惜你，然后我希望可以一直和你保持这样，就是维持以前的状态，一直和你做好朋友。
[04:46:00.402] 女：我不想我不想说，就是因为因为我拒绝你了，还有说可能我们走进某种关系又又又分开了，然后你就回避我，然后我们就有有一些事情就没有办法做了，我就是很害怕这一点。
[04:46:14.499] 女：幸好我我能够把这些东西都讲出来。
[04:46:17.341] 女：然后然后他当时他当时就很惊讶的说，我为什么？
[04:46:21.132] 女：我怎么可能回避你啊，这样这样他说他的意思是我他害怕我回避他。
[04:46:27.559] 女：然后。
[04:46:28.759] 女：然后然后然后今天我不我之前不是在跟你说到，就是我我很害怕他他做的一些事情是为了追求我嘛，我就把你先跟我说的一些事一些话引用过去了。
[04:46:41.487] 女：当然我我没有直接直接的去调动聊天记录，因为不好不方便在他面前调加上我我这两天看了好多遍，我就跟他说，我希望有一些关系，就其实他嗯他对恋爱的一些看法还是相对成熟的。
[04:46:57.089] 女：就是他希望在在这个关系之中，双方都可以做自己，就不要因为你是我男朋友或者女朋友怎么样，然后你就是因为我改变你。
[04:47:07.959] 女：我只是属于你自己愿意做嘛，然后我就跟他讲到我我我恐惧的一些事情，就是你你要是关心我不是是属于你你你因为自己是。
[04:47:17.799] 女：男朋友女朋友的责任，然后你才这么做。
[04:47:21.119] 女：嗯。
[04:47:25.299] 女：然后我我我要我就开始跟他说，我就是就之前我都觉得我们之间的相处很自然，但是自从你表白之后，我就开始不安。
[04:47:33.812] 女：你之前的有一些那些举动为我的付出，是不是为了追我才这么做的？
[04:47:39.019] 女：然后他当时他当时就就非常。
[04:47:42.199] 女：严肃的跟我说，嗯，其实没有他他他为我做那件事情，只是因为。
[04:47:47.679] 女：因为我是我，然后他想在那种那种情况下陪着我，然后帮我去做。
[04:47:53.259] 女：我只是出于他自己的想法，而不是因为他他他想因为我想想让我做到对象，他才这么做的。
[04:48:00.839] 女：这样子的。
[04:48:05.059] 女：我不知道，确实是很好，但是我。
[04:48:09.239] 女：嗯，我我也会很难过，为什么我是经历那些事情的人呢？
[04:48:14.439] 女：我别说。
[04:48:17.199] 女：但是好像不经历这个事情就没有办法跟你在一块了。
[04:48:21.316] 女：我也不知道如果没有跟你在一块，我会经历什么事，然后经历什么样的探索，会不会就像现在这样更加稳定的去了解自己的去向，我不知道，就是偶尔我都会在想这种这样的事情。
[04:48:36.119] 女：我就跟那老师说，如果我们大一和大二遇见我觉得。
[04:48:40.819] 女：可能我的情况要好一点，但很可能也是我觉得ok啊，然后我们去尝试了，然后很快我就发现恋爱不过如此嘛，然后我们就分手了。
[04:48:50.499] 女：然后他自己他自己的想法是他带的时候太幼稚了。
[04:48:54.962] 女：他跟我说他经常在B站那边看别人的一些实时评论。
[04:48:59.779] 女：然后呢，他就感觉自己是人间人间清醒，然后他对很多事情都hold得来。
[04:49:05.099] 女：然后他他他很能够了解社会的黑暗面。
[04:49:09.259] 女：因为他他对我的事情也做好准备了，但没有想到每一次我跟他说，只会让他承受更加更加那种没有办法承受的黑暗。
[04:49:18.799] 女：然后他他就对社会和人性，还有对于那些文艺逼的一些事情。
[04:49:24.179] 女：是更加趣味的吧。
[04:49:26.359] 女：然后他就发现自己以前对对于这个黑暗呢，对自己一些承受力的想象是太过幼稚了。
[04:49:33.129] 女：他就这个是后来说的，就是他在想醒酒的那个时候说的。
[04:49:37.579] 女：但是他哭的时候他也在说，他以为自己能他自己也他以为自己已经做好准备去承受这一切了，没想到自己还是太幼稚了。
[04:49:47.251] 女：他就跟我一直在道歉。
[04:49:48.992] 女：那道歉为什么他不能做的更多？
[04:49:51.507] 女：为什么在他没有能力的时候，然后碰到了我这种的，为什么他没有没有办法为我做的更多呢？
[04:49:58.858] 女：这种的。
[04:50:01.339] 女：但但感觉到了后面他他就是他哭啊，然后到他后面醒酒，已经比他最开始我跟你说那些已经清醒很多了吧。
[04:50:12.879] 女：对。
[04:50:15.759] 女：然后要听这个事情，让我觉得很难过。
[04:50:22.579] 女：因为有时候我也不知道会能会跟你走向什么样的结局。
[04:50:28.419] 女：而我嗯。
[04:50:30.419] 女：也不是结局吧，就是就是会有就是在某些事情会会发生什么样的走向。
[04:50:42.559] 女：嗯，自本了。
[04:50:46.039] 女：这是一个方法。
[04:50:50.239] 女：日子就这样过的呀。
[04:50:56.619] 女：多少年不都这样挂了吗？
[04:51:01.939] 女：对呀。
[04:51:04.119] 女：我不知道小说我也想抱抱你。
[04:51:08.299] 女：的武器。
[04:51:10.299] 女：然后他。
[04:51:11.959] 女：然后他就说他自己其实很讨厌喝白酒，然后因为他每次喝白酒，口腔里面都会有那种很难闻的味道。
[04:51:22.519] 女：他他汁水喝醉是被也也是也也是因为那个酒局文化被惯出来的，他自己也很讨厌。
[04:51:31.119] 女：就是这种就是这种明明自己很抵触，人家反抗，但却无可奈何，你不得不去做的事情，就会让我非常非常难过的痛苦。
[04:51:45.299] 女：嗯。
[04:51:47.299] 女：然后然后他那边他那个老师，他今天晚上又在那八卦，就是他他就问段老师有没有回去见那个女生啊，他说你们要是修成正果了，就就一定要两个人一起回来去找我玩哦。
[04:52:01.599] 女：然后段老师他他心情也挺复杂，他他还不知道今天晚上我要跟他说的事，他就跟那个老师说，我有一点事情想跟他说。
[04:52:10.856] 女：然后再第二个就是。
[04:52:12.539] 女：忘记了。
[04:52:14.179] 女：然后然后他就没有想到会是这么复杂的一个情。
[04:52:26.839] 女：你那谁不难过呀？
[04:52:31.359] 女：然后我就感觉在今天晚上的事情过后，我就我在他面前就更能放开了吧。
[04:52:37.372] 女：因为我就跟他说，因为就就有的时候我想主动跟你接触，但是因为我我觉得你没有了解清楚情况，然后我就那么主动做对你对我们两个都很不负责任。
[04:52:56.619] 女：比如说什么骑电动车的时候，想想靠在靠在他肩上这种我我我都我都在克制，没有做。
[04:53:04.979] 女：我今天晚上聊完之后，他就跟我说，你要是想的话，你可以靠过来。
[04:53:19.579] 女：我真的很难过了，我不知道。
[04:53:24.299] 女：我当时我当时一边抱着他，然后一边安慰他，一边一边想找手机录音，你知道吗？
[04:53:30.901] 女：然后两两个就空着了，空着一只手，然后就是趁他在醉着，然后不是很清醒，然后偷偷在那掏口袋，一直掏不到。
[04:53:40.199] 女：因为我发现我的手机在在那个石凳上操。
[04:53:47.139] 女：录不上我我倒我还我还挺想挺想去在那种时刻下录下他他的这些真心话的吧。
[04:54:00.639] 女：然后他就一直跟我说，你可以不要那么坚强，不要那么善良，然后你明明委屈的人都是你。
[04:54:07.299] 女：什么的。
[04:54:09.159] 女：他他其实他也是一个很善良的。
[04:54:29.739] 女：他有点把自己把自己的责揽得太多了，我就跟他说不要。
[04:54:37.159] 女：你就是不要给自己那么大压力。
[04:54:40.719] 女：因为我反正我是真的很希望哦，我我跟他我我把那个想要试着恋爱的这个事情，然后想是一个1到2个月啊，这个也跟他说了。
[04:54:53.079] 女：他的第一反应很搞笑，他说你不要为了我，然后你去勉强你自己去去进入这个关系。
[04:55:01.379] 女：好像。
[04:55:04.799] 女：好想抱抱。
[04:55:11.919] 女：嗯，哎我今天喝了三瓶酒，你猜多少钱？
[04:55:17.559] 女：两瓶，两瓶清爽，一瓶强爽。
[04:55:23.759] 女：到40。
[04:55:27.639] 女：怎么买那么便宜的酒啊，叫一明。
[04:55:30.799] 女：但我怀疑他给我扫漏了。
[04:55:33.659] 女：也不对，也差不多吧。
[04:55:36.859] 女：那一瓶酒你才花不到十块钱。
[04:55:42.239] 女：有点想吐现在。
[04:55:45.639] 女：是图吧。
[04:55:52.299] 女：人家跟我说很担心很担心跟丢我怎么样？
[04:55:55.862] 女：哎，这这家伙真的是。
[04:55:58.939] 女：那应该被表白。
[04:56:01.519] 女：他当时慌了。
[04:56:04.039] 女：那不过确实害怕。
[04:56:07.179] 女：肯定会呀，他他自己怕他都跑去喝酒喝醉了，我真服了。
[04:56:13.239] 女：大笨蛋。
[04:56:18.639] 女：我反正我就跟他讲讲清楚了，你们两个对我的重要性不一样吧，我就是就是就是在不同的方面提供帮助吧。
[04:56:29.359] 女：既然这样，他是想为了我好，那我就跟他说，他他给我他给我就带来什么样的改变。
[04:56:36.819] 女：江湖。
[04:56:40.719] 女：然后他他自己应该从他从那边哭，边跟我跟我跟我那个啥，就他一直在在那哭，说为什么我们两个不能在一起，为什么不能和我走到最后。
[04:56:51.167] 女：他应该也是从我的叙述中看出来了，我我不会选择跟他。
[04:56:55.679] 女：跟他就按他所期待的那样那样子去。
[04:56:59.539] 女：去去去去实践。
[04:57:03.759] 女：我跟你说过他塔罗牌占塔罗的那个事儿吧。
[04:57:08.419] 女：爱宝宝。
[04:57:10.079] 女：嗯。
[04:57:11.179] 女：他以前他的他并不是一个很坚定的无神论者。
[04:57:15.419] 女：然后再再跟我提到那个塔罗的事情呢，是我其实心里面颤了一下。
[04:57:21.819] 女：啊，那好像确实是那么回事儿，还挺蠢的。
[04:57:27.299] 女：和老大说。
[04:57:29.039] 女：在在在在不对的时间遇到了对的人。
[04:57:36.279] 女：讨论书中的具体吗？
[04:57:38.127] 女：对。
[04:57:39.039] 女：而且而且当时他他并没有和任何人去说我们的关系。
[04:57:42.869] 女：他当时对对于我的感情其实也没有很明朗，所以他当时还没有察觉到对我的一些一些意思吧。
[04:57:49.979] 女：然后然后然后塔罗就是他当时也不是主动去粘这个塔罗，就是他没有并他并没有很主动的去关心自己的感情状态。
[04:57:58.139] 女：而而是他室友硬拉着他说，哎，你粘一个吧。
[04:58:02.499] 女：然后然后因为别人都这么粘嘛，他他就当好玩也粘了一下，结果结果粘出来这个结果就让他很在意。
[04:58:10.939] 女：然后他当时当时跟我说的时候，我在我有我有点疑惑，他会不会在隐喻他他对我的一些感感情呢？
[04:58:19.705] 女：但我也没有太多想。
[04:58:24.239] 女：然后然后当时我心里面对号入座，然后惊了一下，好像确实有有就对我来说也有有一种类似的感觉吧。
[04:58:34.939] 女：那有什么办法？
[04:58:37.659] 女：那那你能怪怪谁呢？
[04:58:40.032] 女：怪怪怪怪琼马，怪合川人。
[04:58:43.139] 女：反正他他很坚定的就觉得他们骗了我。
[04:58:46.439] 女：然后然后然后觉得。
[04:58:50.619] 女：真的不配。
[04:58:53.419] 女：嗯嗯。
[04:58:57.979] 女：初中。
[04:59:01.639] 女：就是。
[04:59:04.379] 女：好的。
[04:59:06.599] 女：小周。
[04:59:19.839] 女：是。
[04:59:21.639] 女：我觉得明年的考试要完蛋了。
[04:59:25.239] 女：啊，明天几点考呀？
[04:59:27.465] 女：12点。
[04:59:29.179] 女：中午12点嗯。
[04:59:31.559] 女：你先睡吧。
[04:59:33.299] 女：我就我就在那怪他，你这个傻逼。
[04:59:37.939] 女：非要就不能等我考完试再跟我说吗？
[04:59:42.359] 女：你考虑减少了。
[04:59:45.619] 女：我这两天心里很烦，没办法说什。
[04:59:51.619] 女：结果今天下午想带他走的话，他他他带的那个地公园是个傻逼农家农家乐。
[05:00:00.019] 男：嗯。
[05:00:02.939] 女：然后他身边的某些人也知道了，大概有我这么个形式。
[05:00:08.039] 女：怎么个人吧。
[05:00:12.239] 女：没有那么具体。
[05:00:15.259] 女：因为他站塔罗的时候，他提了一下我这么个人，你让他说就说你别管那么多，你们两人顺其自然就好了。
[05:00:23.599] 女：结果他那个室友跟我在某一节课是同一班的同学。
[05:00:27.200] 女：上节课我们还坐在同一排的，我最左边是我，最右边是他，中间没有人，就一排两个。
[05:00:34.279] 女：然后他发现他发现我带烟的事情了。
[05:00:39.679] 女：就是我我其实也没有特意的去藏着，我觉得我我有点半半故意半半半赌博。
[05:00:47.659] 女：就是他我说你怎么知道？
[05:00:49.536] 女：就是今天我说我我口袋里啥都有，因为我摸出一片叶子什么的。
[05:00:54.599] 女：然后然后他就他他当时就说打火机有吗？
[05:00:58.234] 女：我我我心里面想，我操。
[05:01:00.299] 女：不对吧？
[05:01:01.699] 女：然后就摸了一下，我以为打火机在他那，因为因为他回去那个活动室拿东西了，有可能有可能碰到我，捡到我掉的打火机了，就我翻了一番。
[05:01:11.734] 女：打火机我我以为打火机没有到口袋里，我就翻了两三遍。
[05:01:15.856] 女：然后后来发现打火机在我口袋里，但是他没有碰过我的外套。
[05:01:20.336] 女：我就想为啥打火机在我口袋里，他也没有说有没有机会把打火机拿回我的口袋里，他会知道我口袋里有打火机呢？
[05:01:28.899] 女：然后今天晚上他在那哭嘛，我就顺便问了一下，为啥你知道有他就说。
[05:01:35.199] 女：昨天帮我拿衣服的时候，他看到我口袋里有，然后因为那个袋口是敞开的，都看到了。
[05:01:42.273] 女：不是因为放我放我袋子，就是有那个打火机。
[05:01:46.159] 女：我心想，有了打火机，他还不知道我抽烟吗？
[05:01:49.959] 女：他没有说的很很直接，但是他不知道。
[05:01:59.999] 女：也挺好的，我觉得又好又不好。
[05:02:03.619] 女：我就他也不知道之后你要跟我怎么办，反正我就跟他说，我很希望和你能能够一直当好朋友。
[05:02:16.279] 女：那有什么那就那有什么招，你要跟我表白，然后你想跟我面那些东西，我就把我最阴暗的东面那些面展现给你看了。
[05:02:26.119] 男：关键在他。
[05:02:30.879] 男：哎，不要带他不在你呀，你都说。
[05:02:35.159] 女：你虽然他一直在说这个是我们三个人的课题，但我觉得跟他还跟跟我的没有什么关系吧。
[05:02:41.959] 女：他应该也能意识到，其实重点是在他自己身上。
[05:02:47.879] 男：不是我全程不参与啊。
[05:02:51.679] 女：对我跟他说你不介意啊。
[05:02:54.499] 男：对吧？
[05:02:55.227] 男：我就你。
[05:02:56.459] 女：我甚至没跟他说你在实习哦。
[05:02:59.199] 男：咱哥俩，咱咱加个微信聊聊。
[05:03:03.059] 女：你很怪啊。
[05:03:04.699] 男：不可能。
[05:03:07.239] 女：算了吧，我我今天思考了一下，我觉得没有必要让你俩加微信。
[05:03:12.399] 男：对呀，咱俩再咱俩加微信聊一聊。
[05:03:15.759] 男：完蛋，不可能的事。
[05:03:22.719] 女：但是需要什么帮我分担？
[05:03:24.713] 女：嗯，反正我是纠正了一下，就是我不是那种需要保护的被保护的角色吧。
[05:03:30.639] 女：哪怕像像我和你，也不是因为你想保护我，你想。
[05:03:35.019] 女：嗯，你想带我走出去，你你才陪在我身边的，反正我觉得我们两个之间的一些关系很。
[05:03:43.479] 女：不好难不不好言说。
[05:03:49.479] 男：我在这方面我也挺白的。
[05:03:54.839] 女：我操我说话太大声了，吵到下面睡觉了。
[05:04:01.119] 男：那说话小点声吗？
[05:04:05.699] 女：嗯。
[05:04:06.879] 女：谁在这个地方，谁谁在这个宿舍，没有地方能够说话了。
[05:04:14.799] 男：宝宝小点上手。
[05:04:16.739] 男：宝宝。
[05:04:19.299] 女：应该应该那我那我应该前两天说话也吵到他们了。
[05:04:28.019] 女：那其实其实楼梯间有人在说谎。
[05:04:40.099] 女：傻逼划算，傻逼叔叔。
[05:04:47.959] 女：抱抱。
[05:04:50.299] 女：我刚刚说话我刚刚说话确实挺大声的。
[05:04:55.679] 男：宝宝了，没事没事，吵吵到了呗，他醒了，但是还没睡呗，又不是说醒了你就睡不着了。
[05:05:02.739] 男：管他去。
[05:05:04.839] 男：100个小时能点。
[05:05:06.819] 女：他要怪也不能怪我，他就真的就只能怪华少。
[05:05:09.971] 女：我都已经到楼梯间了，我甚至没有蹲在楼梯口跟你说话。
[05:05:18.579] 女：那怎么办呢？
[05:05:32.639] 女：难过，你抱抱我吧。
[05:05:39.399] 女：哎，在在我说这种时候在我说这种事情的时候，来过的人说我很吵，操你妈。
[05:05:51.079] 男：在等第几天开始？
[05:05:54.339] 女：我不困，我跳楼算了吧。
[05:05:58.039] 男：别呀想。
[05:05:59.623] 女：跳楼。
[05:06:02.439] 男：你先回床上睡吧，好不好？
[05:06:05.286] 女：我直播间好丑啊。
[05:06:08.539] 男：洗个脚再睡一会好不好？
[05:06:11.339] 女：我难过。
[05:06:19.079] 男：我一会好不好？
[05:06:24.739] 女：也就是说我们两个之前聊啥，现在都听到了，操你妈了个。
[05:06:33.639] 男：管他听不听。
[05:06:35.019] 女：就像那个香菇姐一样。
[05:06:41.139] 女：就是之前在在我们宿舍门口聊他他今天吃香菇饺子和内裤是什么颜色的那个姐。
[05:06:53.759] 女：你们现在才几点了，才要睡觉，操你妈。
[05:06:57.579] 女：一点都还没到，在那吵，操你妈。
[05:07:05.239] 女：睡那么早想干啥？
[05:07:13.639] 男：又又又。
[05:07:14.839] 女：小猪。
[05:07:17.839] 男：往里走。
[05:07:21.419] 女：他他他跟我说，他之后不会再跟我提这种问题的，好像。
[05:07:33.119] 女：Hello. 
[05:07:34.839] 男：Hello. 
[05:07:36.159] 女：听到了吗？
[05:07:38.319] 男：你的老板呀。
[05:07:41.379] 女：也是辛苦他了。
[05:07:47.239] 男：啊，没招啊没招啊。
[05:07:48.775] 女：他自己也意识到，就是咱俩人生人人人生的厚度完全就不是不对等的。
[05:08:04.399] 女：所以为啥真眼纹能支持我呢？
[05:08:10.899] 女：他妈这个楼梯间还有另外一个人在说话呢，非得叫我啊，真是的。
[05:08:25.039] 女：是不是我上次和你聊天，我还得把那个门大门关上了，操。
[05:08:31.999] 女：自己戴耳机去。
[05:08:35.079] 女：你去去去找宿管说，你不要说11点半关门好不好？
[05:08:40.028] 女：有人在聊天，需要有有一个先进的地方。
[05:08:50.979] 女：嗯，我要抱抱。
[05:08:58.159] 女：想抽烟。
[05:09:01.739] 男：你别抽啊。
[05:09:03.119] 女：哼哼。
[05:09:07.439] 女：输出。
[05:09:09.679] 男：睡睡睡睡一会儿好不好？
[05:09:14.039] 女：然后我我跟他说了，是小马带我抽烟的，然后他就觉得我操一个人带另外一个人抽烟，太他妈那个了。
[05:09:24.179] 男：这两天抽的。
[05:09:25.999] 女：六才六个。
[05:09:27.819] 女：你听到了吗？
[05:09:28.841] 女：上你听到了吗？
[05:09:30.067] 女：上面的女生在笑。
[05:09:36.379] 女：我想。
[05:09:42.079] 男：不对不。
[05:09:51.439] 女：我想抽烟。
[05:09:56.039] 女：嗯嗯。
[05:09:57.819] 女：已经拿出来了。
[05:10:00.639] 男：那只抽一根好吗？
[05:10:03.141] 女：嗯。
[05:10:04.059] 男：再说一个啊。
[05:10:07.239] 女：我还想和你说话怎么办？
[05:10:21.779] 男：Yes, 我爱你。
[05:11:07.439] 女：我和他认识也有半年了。
[05:11:10.299] 女：不是我和他，我和他聊天有快半年了。
[05:11:17.079] 女：好吧，他说他说喜欢我的原因居然没有包括我长得可爱。
[05:11:24.019] 男：吴老大，哎。
[05:11:36.139] 男：原本那不是颜控。
[05:11:38.799] 女：怎么可能？
[05:11:39.591] 女：我看到他跟他哥们偷偷说我太可爱了。
[05:11:43.799] 男：那他为啥不和你说呢？
[05:11:47.299] 女：一时没想到吧。
[05:12:00.319] 女：完蛋了，我看到我朋友搬的东西好像从楼梯给我走出去了。
[05:12:07.139] 女：你会不会很喜欢的宝宝？
[05:12:30.099] 男：我今天晚上我得把我的。
[05:12:32.126] 女：鼻子给做完，你那么喜欢我干嘛？
[05:12:34.762] 女：你这这这我这。
[05:12:37.039] 男：哎呀，这家伙认准你了。
[05:12:43.939] 女：真的认准我了，我也不知道为啥。
[05:12:49.279] 女：上头。
[05:12:57.519] 男：你有比较可爱吗？
[05:12:59.699] 女：我会觉得我比较可爱。
[05:13:01.979] 女：我在他面前确实挺放得开的。
[05:13:12.059] 男：要那一站的。
[05:13:13.419] 女：哎呀。
[05:13:18.299] 女：我我觉得我的可爱还是主要集中在我的动作上。
[05:13:23.299] 女：太上也不是说单纯的脸上。
[05:13:25.699] 女：蛋蛋的脸的可爱。
[05:13:27.379] 女：我。
[05:13:27.839] 女：太多人比我可爱了。
[05:13:33.279] 女：天天看女朋友看不出来。
[05:13:37.239] 男：登录脱兔吗？
[05:13:53.339] 女：我很想拿袖子打他。
[05:14:05.079] 女：我说我不喜欢你就是想把两个人放在天平以上，然后去思考谁更重，然后把重的那一端拿走，另外一端就不要了。
[05:14:14.119] 女：但是找补说他并没有这个意思。
[05:14:26.239] 男：那在练习了啊。
[05:14:32.799] 女：对。
[05:14:41.639] 男：感觉乐呵知道吗？
[05:14:42.899] 女：因为前面前面我都没有提到过你的存在吧。
[05:14:46.139] 女：然后他估计就感觉我是那个就是在发生那么多事情之后陪着我的那个人。
[05:14:54.519] 女：没想到还有另外一个男的。
[05:14:57.339] 女：他他问他专门问了有些谁是男的女的。
[05:15:03.319] 男：我是个女的，问题不都迎刃而解了吗？
[05:15:07.519] 女：万一我是个女朋友呢？
[05:15:13.839] 男：就要拿我的剧本吧。
[05:15:17.899] 女：好辣呀，这一个月。
[05:15:20.859] 男：调慢点啊。
[05:15:23.819] 女：已经没了，真的好快。
[05:15:27.839] 男：那就收起来吧。
[05:15:30.219] 女：因为这一根是我今天晚上本来想抽的，然后他不让我，我就我就把包裹你今天睡的时候再过来了。
[05:15:56.419] 女：我不知道是希望你来的时候，他选择依赖。
[05:16:02.879] 男：对，他他他确实。
[05:16:12.439] 女：很大。
[05:16:21.159] 男：淹死的时候，我会选择去抽烟。
[05:16:23.219] 女：他应该他应该思考，我之前跟他说恋爱管理那番话，思考了很久吧。
[05:16:30.659] 女：也有过铺垫，其实就是对于我的观念。
[05:16:35.279] 女：我都忘了当时我说的啥了。
[05:16:41.339] 女：但是我记得很清楚，就是我当时说为什么人不能同时同时需要很多个人这这个话。
[05:16:53.159] 女：我给你。
[05:16:56.519] 女：嗯。
[05:16:59.139] 男：嗯，感谢听到。
[05:17:04.479] 男：但等到清明就能。
[05:17:10.339] 女：嗯。
[05:17:14.679] 女：其实他就他就跟我说，明明就是我夹在中间才是最痛苦和难堪的那个人。
[05:17:23.719] 女：确实。
[05:17:33.979] 女：我我之前不是都是我大一大二经历的这事情，大三我还觉得加大职业的不算啥，就是有点诡异。
[05:17:44.099] 女：然后没想到这大蒜还有一个。
[05:17:50.159] 女：我现在对人生是彻底看开了。
[05:17:57.639] 男：现在老姐姐你。
[05:17:58.867] 女：真的我我没有想到我带单搞了那个事情之后，我都爱上。
[05:18:03.899] 女：无论如何，我都想不出大法还能出什么1蛾子给我。
[05:18:11.939] 女：哎，谁能想到呢，奶奶个喜欢我的。
[05:18:16.019] 女：也是两年前加上的一个。
[05:18:22.539] 女：我要陪你。
[05:18:26.099] 女：Hello. 
[05:18:28.779] 女：如果你你在我旁边的话，我估计是缠着你和我做爱了。
[05:18:36.839] 男：一如既往的不打你。
[05:18:38.639] 女：吞噬人物。
[05:18:41.479] 男：提供出租。
[05:18:45.239] 女：嗯，什么职位？
[05:18:48.239] 男：你想做什么都可以。
[05:18:51.519] 女：忘记口交。
[05:18:57.399] 男：这已经有点做爱的范畴了吧。
[05:19:00.219] 女：怎么了不可以吗？
[05:19:04.719] 男：爸爸呢，你真的。
[05:19:06.361] 女：可以克制住吗？
[05:19:08.004] 女：不答应吗？
[05:19:12.379] 男：你得看的状态呀，对吧？
[05:19:15.163] 女：你怎么看我的状态？
[05:19:19.019] 男：像现在这种，那就是不可以吗？
[05:19:22.001] 女：为什么？
[05:19:22.747] 女：因为我困了吗？
[05:19:24.799] 女：嗯，因为我喝了吗。
[05:19:28.339] 男：哎呀，你现在。
[05:19:30.239] 男：应该更大。
[05:19:32.319] 女：嗯，没有嗯没有没有。
[05:19:41.459] 女：鼻子小一点会怎么样？
[05:19:45.239] 男：给他钱一点的。
[05:19:47.499] 女：我就让你。
[05:19:52.119] 男：把我捆起来是吧？
[05:19:55.539] 女：你要把你搞硬了，然后就硬硬来。
[05:20:00.159] 男：那完蛋了。
[05:20:03.199] 男：那我的贞洁怎么办？
[05:20:05.879] 女：那你看，那你看着我。
[05:20:13.319] 男：那我就着好好不好呀？
[05:20:15.719] 女：可以去。
[05:20:19.039] 男：亲亲呢？
[05:20:21.599] 女：太糟糕了。
[05:20:25.399] 女：太多。
[05:20:26.279] 女：嗯。
[05:20:27.879] 男：没里头不糟糕啊，里头地方也不是说了吗？
[05:20:32.319] 男：那即使他说出来也很厉害，导演。
[05:20:36.819] 女：为什么要喜欢我呀？
[05:20:38.572] 女：你为什么要喜欢我？
[05:20:40.325] 女：他为什么喜欢我？
[05:20:43.559] 男：那我想你是我的问题呀。
[05:20:45.770] 女：你为什么喜欢我？
[05:20:48.679] 男：这是问题吗？
[05:20:50.495] 男：嗯。
[05:21:01.039] 男：还得带着舒服。
[05:21:03.839] 女：嗯，就是我和谁在一起都舒服啊。
[05:21:09.659] 男：啊，不一样。
[05:21:11.739] 男：你和别人在一起舒服，但是我和你在一起舒服。
[05:21:16.899] 男：我明白吗？
[05:21:18.699] 女：嗯，那我可以和给很多人都制造这种啊。
[05:21:25.479] 女：对吧？
[05:21:31.999] 男：你要怎么样，得看我怎么调理了呀。
[05:21:35.177] 女：嗯你能泡我吗？
[05:21:37.279] 女：什么？
[05:21:38.021] 女：你能操我吗？
[05:21:48.279] 男：哎。
[05:21:50.739] 男：现在不行。
[05:21:52.129] 女：想被你操。
[05:22:04.379] 男：200的200就可以了呀。
[05:22:07.156] 女：嗯你不要往里看我。
[05:22:11.699] 男：哦，哇哦，爸爸啊，那。
[05:22:14.699] 女：嗯。
[05:22:18.819] 女：那你捂着我嘴巴。
[05:22:25.239] 女：你不是不能同时喜欢很多个人吗？
[05:22:33.179] 男：那你都在知道呀。
[05:22:35.179] 女：我说可以呀，我跟他说到，我可以同时喜欢过很多个人。
[05:22:40.899] 女：然后对于他来说，就是能感觉到你的存在就可以了。
[05:22:46.111] 女：我怕老师就会问了，我这个存在是什么意思？
[05:22:55.019] 女：这个存在是否存在过吗？
[05:22:57.340] 女：还是什么，我感觉我也说不清楚。
[05:23:00.499] 女：就是一种状态。
[05:23:02.839] 女：就是你能感觉到对方在这段关系之中的那种状态。
